Specimen ID,Sex,Family name,Latin Name,'County',year collected,Population designation,neurocranium length,neurocranium height,neurocranium width,total body length,tail length,hindfoot length,,,,,,,
279,M,'MURIDAE','MICROTUS PENNSYLVANICUS','HENNEPIN',1912,City,14.54,7.97,11.3,127,38.1,16.5,,,,,,,
346,F,'MURIDAE','MICROTUS PENNSYLVANICUS','HENNEPIN',1917,City,14.65,8.65,11.55,146,39.7,19.1,,,,,,,
485,F,'MURIDAE','MICROTUS PENNSYLVANICUS','COOK',1922,Rural,13.45,8.09,11.27,125,36,20,,,,,,,
511,M,'MURIDAE','MICROTUS PENNSYLVANICUS','SHERBURNE',1920,Rural,14.44,8.47,11.57,150,42,20,,,,,,,
706,F,'MURIDAE','MICROTUS PENNSYLVANICUS','WINONA',1914,Rural,13.64,7.72,10.98,150,40,20,,,,,,,
711,M,'MURIDAE','MICROTUS PENNSYLVANICUS','LAKE OF THE WOODS',1911,Rural,15.26,8.39,11.29,178,48,22,,,,,,,
1619,F,'MURIDAE','MICROTUS PENNSYLVANICUS','RAMSEY',1936,City,14.43,8.02,11.05,129,36,19,,,,,,,
2410,F,'MURIDAE','MICROTUS PENNSYLVANICUS','MARSHALL',1947,Rural,13.51,7.73,11.41,156,41,19,,,,,,,
2454,F,'MURIDAE','MICROTUS PENNSYLVANICUS','ANOKA',1947,City,13.19,8.61,11.2,122,30,20,,,,,,,
2491,M,'MURIDAE','MICROTUS PENNSYLVANICUS','DAKOTA',1948,City,14.97,9.01,11.33,173,45,20,,,,,,,
2537,M,'MURIDAE','MICROTUS PENNSYLVANICUS','FILLMORE',1948,Rural,14.87,8.56,11.9,174,41,20,,,,,,,
2992,F,'MURIDAE','MICROTUS PENNSYLVANICUS','ST. LOUIS',1950,Rural,13.91,8.15,10.95,127,33,20,,,,,,,
2994,M,'MURIDAE','MICROTUS PENNSYLVANICUS','ST. LOUIS',1950,Rural,14.55,8.71,11.52,140,39,21,,,,,,,
3239,F,'MURIDAE','MICROTUS PENNSYLVANICUS','MARTIN',1940,Rural,14.6,8.23,11.52,144,34,18,,,,,,,
3339,F,'MURIDAE','MICROTUS PENNSYLVANICUS','HENNEPIN',1952,City,14.12,8.12,11.55,125,37,20,,,,,,,
4083,M,'MURIDAE','MICROTUS PENNSYLVANICUS','ANOKA',1932,City,14.15,8.26,11.26,152.4,35.6,19.1,,,,,,,
5123,F,'MURIDAE','MICROTUS PENNSYLVANICUS','RAMSEY',1958,City,14.33,8.46,11.62,167,49,19,,,,,,,
7668,M,'MURIDAE','MICROTUS PENNSYLVANICUS','RAMSEY',1966,City,14.81,8.42,11.6,157,41,19.5,,,,,,,
7684,F,'MURIDAE','MICROTUS PENNSYLVANICUS','NOBLES',1966,Rural,13.89,7.78,10.84,150,40,18,,,,,,,
7971,M,'MURIDAE','MICROTUS PENNSYLVANICUS','ROCK',1966,Rural,14.09,8.1,11.28,142,35,19,,,,,,,
8800,F,'MURIDAE','MICROTUS PENNSYLVANICUS','HENNEPIN',1967,City,14.03,7.75,11.15,146,36,19,,,,,,,
11683,M,'MURIDAE','MICROTUS PENNSYLVANICUS','HENNEPIN',1972,City,14.67,8.16,11.16,137,35,20,,,,,,,
12372,F,'MURIDAE','MICROTUS PENNSYLVANICUS','LAKE OF THE WOODS',1973,Rural,14.12,7.74,11.23,127,39,19,,,,,,,
13040,M,'MURIDAE','MICROTUS PENNSYLVANICUS','SHERBURNE',1975,Rural,13.79,7.53,11.11,137,42,20,,,,,,,
13103,F,'MURIDAE','MICROTUS PENNSYLVANICUS','RAMSEY',1975,City,14.99,8.72,11.3,164,45,19,,,,,,,
14648,M,'MURIDAE','MICROTUS PENNSYLVANICUS','MOWER',1982,Rural,13.86,7.95,11.08,138,35,19,,,,,,,
14718,F,'MURIDAE','MICROTUS PENNSYLVANICUS','LINCOLN',1982,Rural,14.13,8.15,11.35,147,37,20,,,,,,,
15588,M,'MURIDAE','MICROTUS PENNSYLVANICUS','WASHINGTON',1988,City,14,8.1,11.23,152,41,18,,,,,,,
15690,F,'MURIDAE','MICROTUS PENNSYLVANICUS','ANOKA',1982,City,14.15,7.82,11.22,147,42,18,,,,,,,
18048,F,'MURIDAE','MICROTUS PENNSYLVANICUS','POLK',1998,Rural,14.03,7.59,11.09,149,38,19,,,,,,,
18303,F,'MURIDAE','MICROTUS PENNSYLVANICUS','HENNEPIN',1997,City,13.64,7.93,10.58,149,39,17,,,,,,,
18305,M,'MURIDAE','MICROTUS PENNSYLVANICUS','POLK',1995,Rural,13.74,7.62,11.15,113,34,17,,,,,,,
18624,M,'MURIDAE','MICROTUS PENNSYLVANICUS','DAKOTA',2002,City,15.07,8.48,11.06,141,38,19,,,,,,,
18624,M,'MURIDAE','MICROTUS PENNSYLVANICUS','DAKOTA',2002,City,14.69,8.05,11,141,38,19,,,,,,,
18695,F,'MURIDAE','MICROTUS PENNSYLVANICUS','CLEARWATER',2003,Rural,14.12,7.52,10.99,144,42,18,,,,,,,
19060,F,'MURIDAE','MICROTUS PENNSYLVANICUS','RAMSEY',2005,City,14.62,8.46,11.76,140,41,20,,,,,,,
497,M,'MUSTELIDAE','MUSTELA ERMINEA','COOK',1922,Rural,24.93,13.87,17.63,226,59,30,,,,,,,
498,M,'MUSTELIDAE','MUSTELA ERMINEA','LAKE',1922,Rural,26.64,14.92,18.29,312,90,41,,,,,,,
1156,UNKNOWN,'MUSTELIDAE','MUSTELA ERMINEA','ROSEAU',1935,Rural,26.84,13.48,19.09,325.40,101.60,44.50,,,,,,,
1157,UNKNOWN,'MUSTELIDAE','MUSTELA ERMINEA','ROSEAU',1935,Rural,26.87,12.93,18.75,295.30,98.40,41.30,,,,,,,
1158,UNKNOWN,'MUSTELIDAE','MUSTELA ERMINEA','ROSEAU',1935,Rural,21.29,11.15,16.24,257.20,79.40,41.30,,,,,,,
1353,M,'MUSTELIDAE','MUSTELA ERMINEA','LAKE OF THE WOODS',1939,Rural,25.79,13.39,19.98,327,101.60,38.1,,,,,,,
1925,M,'MUSTELIDAE','MUSTELA ERMINEA','LAKE OF THE WOODS',1946,Rural,27.84,14,19.89,317.5,88.90,44.5,,,,,,,
1926,M,'MUSTELIDAE','MUSTELA ERMINEA','LAKE OF THE WOODS',1946,Rural,28.18,12.9,18.3,285.80,76.2,38 1/9,,,,,,,
3074,F,'MUSTELIDAE','MUSTELA ERMINEA','ST. LOUIS',1945,Rural,24.07,10.28,15.64,230,55,30,,,,,,,
4744,F,'MUSTELIDAE','MUSTELA ERMINEA','CLEARWATER',1959,Rural,24.84,13.63,17.46,237,53,33,,,,,,,
4786,M,'MUSTELIDAE','MUSTELA ERMINEA','SCOTT',1958,Rural,28.72,13.11,18.89,290,74,36,,,,,,,
4928,M,'MUSTELIDAE','MUSTELA ERMINEA','SCOTT',1958,Rural,27.98,13.51,20.41,308,81,41,,,,,,,
7907,M,'MUSTELIDAE','MUSTELA ERMINEA','ST. LOUIS',1966,Rural,28.36,14.16,20.74,320,90,40,,,,,,,
7908,F,'MUSTELIDAE','MUSTELA ERMINEA','COOK',1966,Rural,21.89,10.3,15.39,240,60,29,,,,,,,
8047,M,'MUSTELIDAE','MUSTELA ERMINEA','KANDIYOHI',1968,Rural,29.97,13.27,19.72,300,88,39,,,,,,,
11699,M,'MUSTELIDAE','MUSTELA ERMINEA','ITASCA',1970,Rural,28.27,12.54,18.43,305,80,37,,,,,,,
11854,F,'MUSTELIDAE','MUSTELA ERMINEA','COOK',1972,Rural,24.69,13.51,17.35,238,69,29,,,,,,,
13656,F,'MUSTELIDAE','MUSTELA ERMINEA','STEARNS',1977,Rural,25.13,12.85,17.07,240,65,31,,,,,,,
14725,F,'MUSTELIDAE','MUSTELA ERMINEA','MURRAY',1983,Rural,26.57,13.54,17.93,265,74,30,,,,,,,
16408,M,'MUSTELIDAE','MUSTELA ERMINEA','OTTERTAIL',1981,Rural,28.1,14.72,18.04,279,76,31,,,,,,,
18568,M,'MUSTELIDAE','MUSTELA ERMINEA','KANABEC',1999,Rural,27.48,12.68,17.72,275,67,35,,,,,,,
18570,M,'MUSTELIDAE','MUSTELA ERMINEA','KANABEC',2001,Rural,28.17,14.09,19.63,380,73,39,,,,,,,
210,M,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','SHERBURNE',1916,Rural,8.91,4.9,7.12,87.1,30.1,9.1,,,,,,,
300,UNKNOWN,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','CLEARWATER',1921,Rural,9.05,5.14,7.24,85.7,41.3,9.5,,,,,,,
589,M,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','SHERBURNE',1920,Rural,9.12,4.94,7.3,91,40,10.5,,,,,,,
1463,UNKNOWN,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','RAMSEY',1936,City,9.44,5.2,8.04,89,36,9,,,,,,,
1465,F,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','HENNEPIN',1937,City,7.97,5.16,7.26,82,33,9,,,,,,,
1471,F,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','DAKOTA',1936,City,9.21,5.27,8.13,91,39,11,,,,,,,
1472,F,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','CLEARWATER',1938,Rural,8.75,5.13,7.66,85,29,10,,,,,,,
2500,M,VESPERTILIONIDAE','MYOTIS LUCIFUGUS','FILLMORE',1948,Rural,8.6,5.24,7.5,88,42,11,,,,,,,
2554,M,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','ROSEAU',1948,Rural,8.56,5.23,7.32,87,38,10,,,,,,,
2855,M,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','HENNEPIN',1937,City,8.69,5.16,7.61,85,38,11,,,,,,,
3000,F,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','HENNEPIN',1950,City,9.05,5.11,7.39,78,36,11,,,,,,,
4783,F,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','TODD',1959,Rural,8.93,5.05,7.43,90,37,12,,,,,,,
4947,M,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','ST. LOUIS',1958,Rural,8.88,5.17,7.24,96,38,11,,,,,,,
7617,F,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','CROW WING',1966,Rural,8.83,5.24,7.41,83,32,10,,,,,,,
7618,M,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','ST. LOUIS',1966,Rural,9.08,5.13,7.53,88,35,10,,,,,,,
8102,M,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','HENNEPIN',1967,City,9,5.08,7.33,85,36,10,,,,,,,
11361,M,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','COOK',1972,Rural,8.56,5.44,7.23,87,34,8,,,,,,,
11620,F,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','HENNEPIN',1972,City,9.14,5.38,7.5,80,32,9,,,,,,,
11621,F,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','HOUSTON',1972,Rural,9.07,5.55,7.5,75,35,9.5,,,,,,,
12834,F,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','RAMSEY',1972,City,9.4,5.36,7.15,86,34,10,,,,,,,
12836,F,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','RAMSEY',1972,City,9.05,4.92,7.21,95,36,10,,,,,,,
12839,M,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','RAMSEY',1972,City,8.85,5.24,7.57,77,35,9,,,,,,,
13374,M,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','RAMSEY',1950,City,9.57,5.31,7.7,98,37,12,,,,,,,
16695,F,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','ST. LOUIS',1987,Rural,8.98,5.29,7.58,91,38,10,,,,,,,
18321,M,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','CLEARWATER',1999,Rural,8.71,5.15,7.37,87,44,11,,,,,,,
18326,F,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','CLEARWATER',1999,Rural,8.74,5.22,7.35,92,36,11,,,,,,,
18546,F,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','RAMSEY',2000,City,8.5,5.22,7.22,80,31,9,,,,,,,
19027,M,'VESPERTILIONIDAE','MYOTIS LUCIFUGUS','HENNEPIN',2004,City,8.9,5.59,7.45,70,20,9,,,,,,,
161,M,'MURIDAE','PEROMYSCUS LEUCOPUS','SHERBURNE',1916,Rural,13.25,8.04,11.51,156,69,20,,,,,,,
536,M,'MURIDAE','PEROMYSCUS LEUCOPUS','SHERBURNE',1920,Rural,15.2,7.77,11.6,140,58,19.5,,,,,,,
539,M,'MURIDAE','PEROMYSCUS LEUCOPUS','SHERBURNE',1928,Rural,13.4,7.76,12.23,149,61,20,,,,,,,
544,F,'MURIDAE','PEROMYSCUS LEUCOPUS','SHERBURNE',1920,Rural,14.48,8.27,11.39,165,76,19,,,,,,,
724,M,'MURIDAE','PEROMYSCUS LEUCOPUS','WINONA',1914,Rural,15.5,7.67,12.16,176,74,22,,,,,,,
725,F,'MURIDAE','PEROMYSCUS LEUCOPUS','WINONA',1914,Rural,15.76,7.73,12.23,155,63,20,,,,,,,
1301,M,'MURIDAE','PEROMYSCUS LEUCOPUS','GOODHUE',1938,Rural,15.63,8.66,11.68,178.51,74.66,18.6,,,,,,,
1314,UNKNOWN,'MURIDAE','PEROMYSCUS LEUCOPUS','GOODHUE',1938,Rural,15.05,7.71,11.89,170,80,20,,,,,,,
1784,F,'MURIDAE','PEROMYSCUS LEUCOPUS','HENNEPIN',1938,City,15.7,8.31,12.08,162,70,20,,,,,,,
2298,M,'MURIDAE','PEROMYSCUS LEUCOPUS','WINONA',1947,Rural,15.99,7.82,11.28,152,64,21,,,,,,,
2612,F,'MURIDAE','PEROMYSCUS LEUCOPUS','ANOKA',1948,City,15.86,8.22,11.78,179,76,21,,,,,,,
2633,M,'MURIDAE','PEROMYSCUS LEUCOPUS','HENNEPIN',1948,City,16.06,8.29,12.11,163,69,19,,,,,,,
3207,M,'MURIDAE','PEROMYSCUS LEUCOPUS','MORRISON',1951,Rural,16.09,8.32,12.01,166,75,21,,,,,,,
3236,F,'MURIDAE','PEROMYSCUS LEUCOPUS','POLK',1946,Rural,15.58,7.96,11.43,172,76,21,,,,,,,
3333,M,'MURIDAE','PEROMYSCUS LEUCOPUS','HENNEPIN',1951,City,15.97,8.7,12.47,153,68,22,,,,,,,
3403,F,'MURIDAE','PEROMYSCUS LEUCOPUS','ISANTI',1953,Rural,14.98,7.9,11.54,140,70,16,,,,,,,
4195,M,'MURIDAE','PEROMYSCUS LEUCOPUS','HENNEPIN',1931,City,15.6,8.15,11.72,160,76,19,,,,,,,
4434,F,'MURIDAE','PEROMYSCUS LEUCOPUS','ANOKA',1932,City,15.96,8.04,11.88,164,66,19,,,,,,,
4718,F,'MURIDAE','PEROMYSCUS LEUCOPUS','TODD',1958,Rural,13.57,8.03,12.13,186,85,21,,,,,,,
5079,F,'MURIDAE','PEROMYSCUS LEUCOPUS','RAMSEY',1958,City,15.19,7.98,12.1,170,70,19,,,,,,,
5919,M,'MURIDAE','PEROMYSCUS LEUCOPUS','HENNEPIN',1960,City,15.19,7.97,11.4,160,70,21,,,,,,,
9142,M,'MURIDAE','PEROMYSCUS LEUCOPUS','CASS',1966,Rural,15.95,7.88,11.82,175,82,21,,,,,,,
9214,M,'MURIDAE','PEROMYSCUS LEUCOPUS','RAMSEY',1966,City,15.73,7.97,11.91,162,74,19,,,,,,,
9216,F,'MURIDAE','PEROMYSCUS LEUCOPUS','RAMSEY',1966,City,15.83,7.83,12.16,149,62,20,,,,,,,
9366,F,'MURIDAE','PEROMYSCUS LEUCOPUS','CASS',1967,Rural,15.77,8.3,11.9,175,81,21,,,,,,,
9631,M,'MURIDAE','PEROMYSCUS LEUCOPUS','RAMSEY',1968,City,15.15,7.71,11.88,167,78,19,,,,,,,
9634,F,'MURIDAE','PEROMYSCUS LEUCOPUS','RAMSEY',1968,City,14.91,7.95,11.52,152,66,18,,,,,,,
11671,F,'MURIDAE','PEROMYSCUS LEUCOPUS','HOUSTON',1972,Rural,16.24,8.11,11.65,171,74,21,,,,,,,
12360,F,'MURIDAE','PEROMYSCUS LEUCOPUS','RAMSEY',1973,City,16,8.35,12.09,169,79,21,,,,,,,
13212,M,'MURIDAE','PEROMYSCUS LEUCOPUS','RENVILLE',1974,Rural,15.12,7.81,11.79,158,72,20,,,,,,,
14434,M,'MURIDAE','PEROMYSCUS LEUCOPUS','ANOKA',1979,City,14.89,8.39,12.15,174,74,16,,,,,,,
14436,F,'MURIDAE','PEROMYSCUS LEUCOPUS','ANOKA',1979,City,14.58,7.99,12.12,185,83,18,,,,,,,
14439,F,'MURIDAE','PEROMYSCUS LEUCOPUS','BELTRAMI',1979,Rural,13.82,7.63,11.91,173,76,12,,,,,,,
14602,F,'MURIDAE','PEROMYSCUS LEUCOPUS','PIPESTONE',1982,Rural,15.22,7.69,11.36,155,63,21,,,,,,,
14714,M,'MURIDAE','PEROMYSCUS LEUCOPUS','NOBLES',1983,Rural,15.66,7.96,11.89,178,77,22,,,,,,,
15006,M,'MURIDAE','PEROMYSCUS LEUCOPUS','ANOKA',1986,City,15.98,7.93,11.93,167,79,22,,,,,,,
15007,F,'MURIDAE','PEROMYSCUS LEUCOPUS','ANOKA',1986,City,15.33,7.47,11.85,150,65,20,,,,,,,
15227,M,'MURIDAE','PEROMYSCUS LEUCOPUS','LAC QUI PARLE',1988,Rural,14.16,8.64,12.36,194,91,22,,,,,,,
15533,M,'MURIDAE','PEROMYSCUS LEUCOPUS','WASHINGTON',1988,City,15.03,8.61,12.29,160,75,22,,,,,,,
16300,M,'MURIDAE','PEROMYSCUS LEUCOPUS','ANOKA',1982,City,15.79,7.94,12.04,163,67,21,,,,,,,
18299,F,'MURIDAE','PEROMYSCUS LEUCOPUS','HENNEPIN',1997,City,15.62,7.89,11.34,172,72,20,,,,,,,
18349,M,'MURIDAE','PEROMYSCUS LEUCOPUS','CLEARWATER',1999,Rural,15.71,8.01,11.27,149,69,20,,,,,,,
18352,F,'MURIDAE','PEROMYSCUS LEUCOPUS','CLEARWATER',1999,Rural,16.12,8.02,12.04,155,75,22,,,,,,,
18554,F,'MURIDAE','PEROMYSCUS LEUCOPUS','ANOKA',1999,City,15.12,8.07,11.76,167,78,20,,,,,,,
18984,F,'MURIDAE','PEROMYSCUS LEUCOPUS','DAKOTA',2004,City,13.85,7.87,12.06,135,62,19,,,,,,,
18986,F,'MURIDAE','PEROMYSCUS LEUCOPUS','RAMSEY',2004,City,15.8,8.05,11.89,158,75,21,,,,,,,
19069,M,'MURIDAE','PEROMYSCUS LEUCOPUS','CLEARWATER',2005,Rural,14.92,7.54,11.56,154,74,19,,,,,,,
19071,F,'MURIDAE','PEROMYSCUS LEUCOPUS','RAMSEY',2004,City,15.31,7.77,11.95,161,77,20,,,,,,,
19072,M,'MURIDAE','PEROMYSCUS LEUCOPUS','RAMSEY',2004,City,15.39,8.38,11.94,140,69,19,,,,,,,
1035,F,'VESPERTILIONIDAE','PIPISTRELLUS SUBFLAVUS','NICOLLET',1934,Rural,6.94,4.86,6.63,78.7,38.1,9.1,,,,,,,
1036,M,'VESPERTILIONIDAE','PIPISTRELLUS SUBFLAVUS','NICOLLET',1934,Rural,7.5,4.73,6.85,76.2,38.1,9.7,,,,,,,
1418,M,'VESPERTILIONIDAE','PIPISTRELLUS SUBFLAVUS','GOODHUE',1941,Rural,7.29,4.92,6.94,81,33.7,9.3,,,,,,,
2862,M,'VESPERTILIONIDAE','PIPISTRELLUS SUBFLAVUS','WABASHA',1940,Rural,7.52,4.82,6.86,81,34,8,,,,,,,
4335,F,'VESPERTILIONIDAE','PIPISTRELLUS SUBFLAVUS','FILLMORE',1958,Rural,7.55,4.95,6.9,84,39,8,,,,,,,
4336,F,'VESPERTILIONIDAE','PIPISTRELLUS SUBFLAVUS','FILLMORE',1958,Rural,8.04,5.19,6.95,83,41,8,,,,,,,
4337,M,'VESPERTILIONIDAE','PIPISTRELLUS SUBFLAVUS','FILLMORE',1958,Rural,7.83,5.08,6.72,86,42,9,,,,,,,
4339,M,'VESPERTILIONIDAE','PIPISTRELLUS SUBFLAVUS','FILLMORE',1958,Rural,7.55,4.74,6.83,81,39,8,,,,,,,
11629,M,'VESPERTILIONIDAE','PIPISTRELLUS SUBFLAVUS','HOUSTON',1972,Rural,8.17,4.76,6.84,80,40,10,,,,,,,
3674,F,'PROCYONIDAE','PROCYON LOTOR','CARVER',1954,Rural,62.63,33.73,47.99,787.4,254,95.3,,,,,,,
4498,M,'PROCYONIDAE','PROCYON LOTOR','FILLMORE',1958,Rural,61.73,35.21,50.51,818.9,304.8,120.6,,,,,,,
5621,M,'PROCYONIDAE','PROCYON LOTOR','JACKSON',1962,Rural,62.57,34.99,51.18,820,248,117,,,,,,,
5622,M,'PROCYONIDAE','PROCYON LOTOR','NICOLLET',1962,Rural,61.46,35.16,49.43,753,235,121,,,,,,,
5694,M,'PROCYONIDAE','PROCYON LOTOR','WABASHA',1963,Rural,68.45,34.79,54.8,785,210,115,,,,,,,
8077,M,'PROCYONIDAE','PROCYON LOTOR','ROCK',1966,Rural,72.29,36.53,53.04,890,279,132,,,,,,,
11695,F,'PROCYONIDAE','PROCYON LOTOR','DAKOTA',1972,City,63.53,35.14,49,910,260,109,,,,,,,
13042,M,'PROCYONIDAE','PROCYON LOTOR','PINE',1975,Rural,58.07,34.54,47.79,610,140,76,,,,,,,
18566,M,'PROCYONIDAE','PROCYON LOTOR','CLEARWATER',1999,Rural,69.19,36.94,49.61,860,215,113,,,,,,,
18567,M,'PROCYONIDAE','PROCYON LOTOR','STEARNS',1999,Rural,72.65,36.71,53.24,830,280,120,,,,,,,
178,M,'TALPIDAE','SCALOPUS AQUATICUS','SHERBURNE',1917,Rural,19.15,8.97,18.72,163,30,19,,,,,,,
3165,M,'TALPIDAE','SCALOPUS AQUATICUS','GOODHUE',1951,Rural,19.22,10.26,18.91,174,24,32,,,,,,,
7930,F,'TALPIDAE','SCALOPUS AQUATICUS','NOBLES',1966,Rural,18.89,9.26,18.38,169,21,22,,,,,,,
12327,F,'TALPIDAE','SCALOPUS AQUATICUS','OLMSTED',1973,Rural,19.2,9.53,18.62,180,28,24,,,,,,,
13019,M,'TALPIDAE','SCALOPUS AQUATICUS','SHERBURNE',1975,Rural,18.06,9.71,18.11,175,26,24,,,,,,,
13086,F,'TALPIDAE','SCALOPUS AQUATICUS','ISANTI',1972,Rural,18.06,9.53,18.33,167,28,22,,,,,,,
15054,M,'TALPIDAE','SCALOPUS AQUATICUS','LAC QUI PARLE',1988,Rural,19.97,10.15,19.58,178,23,23,,,,,,,
603,UNKNOWN,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1911,City,35.27,20.08,27.19,550,275,69.9,,,,,,,
1166,UNKNOWN,'SCIURIDAE','SCIURUS CAROLINENSIS','FILLMORE',1935,Rural,33.58,19.94,27.1,495.3009906,222.2504445,68.58013716,,,,,,,
1213,M,'SCIURIDAE','SCIURUS CAROLINENSIS','SCOTT',1937,Rural,33.69,18.95,24.15,439.4208788,196.8503937,60.96012192,,,,,,,
1876,UNKNOWN,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1943,City,36.58,19.62,25.85,368.3007366,228.6004572,60.32512065,,,,,,,
1970,M,'SCIURIDAE','SCIURUS CAROLINENSIS','LESUEUR',1946,Rural,33.9,19,26.22,495.3009906,215.9004318,69.8501397,,,,,,,
1971,M,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1946,City,34.46,18.89,25.34,400,180,60,,,,,,,
2916,M,'SCIURIDAE','SCIURUS CAROLINENSIS','RAMSEY',1950,City,34.55,19.24,27.58,571,207,73,,,,,,,
2917,M,'SCIURIDAE','SCIURUS CAROLINENSIS','RAMSEY',1950,City,34.81,19.62,27.11,337,193,66,,,,,,,
3099,M,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1952,City,35.42,18.91,24.89,425.4508509,203.2004064,63.500127,,,,,,,
3864,M,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1956,City,35.57,19.83,24.93,488.9509779,228.6004572,63.500127,,,,,,,
4426,F,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1958,City,34.49,19.38,27.19,484,219,66,,,,,,,
4763,M,'SCIURIDAE','SCIURUS CAROLINENSIS','TODD',1959,Rural,34.98,19.26,28.58,523,237,74,,,,,,,
5716,M,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1962,City,36.42,18.76,26.3,480,214,63,,,,,,,
7624,F,'SCIURIDAE','SCIURUS CAROLINENSIS','OTTERTAIL',1966,Rural,34.57,18.64,27.35,470,187,65,,,,,,,
7626,M,'SCIURIDAE','SCIURUS CAROLINENSIS','OTTERTAIL',1966,Rural,35.52,18.81,27.57,468,204,60,,,,,,,
11953,M,'SCIURIDAE','SCIURUS CAROLINENSIS','CROW WING',1972,Rural,34.39,18.71,26.21,482,210,66,,,,,,,
11954,F,'SCIURIDAE','SCIURUS CAROLINENSIS','MILLE LACS',1972,Rural,34.36,19.18,27.25,494,216,67,,,,,,,
12285,F,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1973,City,34.8,19.04,26.71,495,232,73,,,,,,,
12605,F,'SCIURIDAE','SCIURUS CAROLINENSIS','SCOTT',1972,Rural,34.81,19.99,26.98,470,220,72,,,,,,,
12608,M,'SCIURIDAE','SCIURUS CAROLINENSIS','SCOTT',1972,Rural,35.75,18.46,26.6,430,150,71,,,,,,,
13154,F,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',1974,City,37.06,19.03,26.17,500,222,73,,,,,,,
15675,F,'SCIURIDAE','SCIURUS CAROLINENSIS','CASS',1969,Rural,34.14,18.8,26.89,462,210,66,,,,,,,
15676,M,'SCIURIDAE','SCIURUS CAROLINENSIS','RAMSEY',1979,City,31.87,19.53,26.49,445,214,64,,,,,,,
18947,F,'SCIURIDAE','SCIURUS CAROLINENSIS','ANOKA',2004,City,32.63,18.77,25.81,490,205,55,,,,,,,
18948,F,'SCIURIDAE','SCIURUS CAROLINENSIS','HENNEPIN',2003,City,36.86,20.21,26.94,477,280,62,,,,,,,
2557,F,'SORICIDAE','SOREX ARCTICUS','ROSEAU',1948,Rural,9.1,5.86,9.36,112,39,13,,,,,,,
3004,F,'SORICIDAE','SOREX ARCTICUS','CLEARWATER',1946,Rural,9.15,5.4,9.21,106,39,12,,,,,,,
3133,M,'SORICIDAE','SOREX ARCTICUS','COOK',1951,Rural,10,5.39,9.78,123,40,14,,,,,,,
3882,M,'SORICIDAE','SOREX ARCTICUS','ST. LOUIS',1955,Rural,8.72,4.52,7.8,105,39,13,,,,,,,
4446,F,'SORICIDAE','SOREX ARCTICUS','MAHNOMEN',1957,Rural,9.92,5.41,9.46,112,41,14,,,,,,,
5073,F,'SORICIDAE','SOREX ARCTICUS','MARSHALL',1959,Rural,10.65,5.71,9.51,121,40,14,,,,,,,
7589,M,'SORICIDAE','SOREX ARCTICUS','ST. LOUIS',1966,Rural,10.07,5.84,9.37,108,40,15,,,,,,,
7601,F,'SORICIDAE','SOREX ARCTICUS','LAKE OF THE WOODS',1966,Rural,10.11,5.89,9.29,108,36,13,,,,,,,
8894,F,'SORICIDAE','SOREX ARCTICUS','POLK',1968,Rural,10.44,5.61,9.27,112,45,15,,,,,,,
10672,F,'SORICIDAE','SOREX ARCTICUS','COOK',1972,Rural,10.45,5.78,9.24,110,42,15,,,,,,,
10676,M,'SORICIDAE','SOREX ARCTICUS','COOK',1972,Rural,9.35,5.21,9.28,106,36,14,,,,,,,
